grid,cell,SR_pre,SR_post,dSR
QNT-14 window grid,night | us_term_premium_10y|bdtanh|w252 | day,0.2912971204407142,-0.1672821926328008,-0.458579313073515
QNT-14 window grid,night | us_term_premium_10y|bdtanh|w252 | ongap,-0.118942373220935,-0.1651474265739207,-0.046205053352985706
QNT-14 window grid,night | us_term_premium_10y|rankc|w60 | c2c,-0.0164546255931465,-0.0094499467482942,0.007004678844852301
QNT-14 window grid,night | us_term_premium_10y|rankc|w60 | o2o,0.0603686614426749,-0.0359251787989518,-0.09629384024162671
QNT-14 window grid,night | us_term_premium_10y|rankc|w60 | day,0.2882548380562579,0.1703005475896302,-0.1179542904666277
QNT-14 window grid,night | us_term_premium_10y|rankc|w60 | ongap,-0.5066296032528929,0.322755935733727,0.8293855389866198
QNT-14 window grid,night | us_term_premium_10y|rankc|w120 | c2c,-0.0776609449816669,-0.0555801414702617,0.0220808035114052
QNT-14 window grid,night | us_term_premium_10y|rankc|w120 | o2o,0.0035545739633976,-0.0861732228455518,-0.0897277968089494
QNT-14 window grid,night | us_term_premium_10y|rankc|w120 | day,0.1955237497502734,0.0619852777326924,-0.133538472017581
QNT-14 window grid,night | us_term_premium_10y|rankc|w120 | ongap,-0.3453339796086871,0.2297587900963918,0.5750927697050789
QNT-14 window grid,night | us_term_premium_10y|rankc|w252 | c2c,0.0851418391044323,0.1148395071306176,0.0296976680261853
QNT-14 window grid,night | us_term_premium_10y|rankc|w252 | o2o,-0.0065211753245248,0.1014172417372345,0.1079384170617593
QNT-14 window grid,night | us_term_premium_10y|rankc|w252 | day,0.2509831476001167,0.1025540395784647,-0.148429108021652
QNT-14 window grid,night | us_term_premium_10y|rankc|w252 | ongap,-0.1578533680306172,-0.2603406731031341,-0.10248730507251688
QNT-14 window grid,night | us_term_premium_10y|signth|w60 | c2c,0.2284547202213031,-0.0453524327309697,-0.27380715295227276
QNT-14 window grid,night | us_term_premium_10y|signth|w60 | o2o,-0.1408773897872071,-0.0968947373038387,0.0439826524833684
QNT-14 window grid,night | us_term_premium_10y|signth|w60 | day,0.2221445824541951,0.0641468541665612,-0.15799772828763392
QNT-14 window grid,night | us_term_premium_10y|signth|w60 | ongap,-0.4373782654637526,0.444880487590055,0.8822587530538075
QNT-14 window grid,night | us_term_premium_10y|signth|w120 | c2c,0.042907635535813,-0.0950084758145256,-0.1379161113503386
QNT-14 window grid,night | us_term_premium_10y|signth|w120 | o2o,0.0736580070840224,0.1498390263718192,0.0761810192877968
QNT-14 window grid,night | us_term_premium_10y|signth|w120 | day,0.3126131827983764,0.0705535885215071,-0.2420595942768693
QNT-14 window grid,night | us_term_premium_10y|signth|w120 | ongap,-0.2577529562065018,0.3438872487226403,0.601640204929142
QNT-14 window grid,night | us_term_premium_10y|signth|w252 | c2c,0.0621998821449462,0.158214904206663,0.0960150220617168
QNT-14 window grid,night | us_term_premium_10y|signth|w252 | o2o,0.0588674338910574,0.2326110277390472,0.17374359384798982
QNT-14 window grid,night | us_term_premium_10y|signth|w252 | day,0.3232544877347395,-0.1529324701609012,-0.4761869578956407
QNT-14 window grid,night | us_term_premium_10y|signth|w252 | ongap,-0.2311577921954059,-0.2247455044607778,0.006412287734628097
QNT-14 window grid,night | us_term_premium_10y|dev|w60 | c2c,0.1329724164037566,0.0931441736965128,-0.03982824270724379
QNT-14 window grid,night | us_term_premium_10y|dev|w60 | o2o,-0.0883123930328442,0.1285299919572177,0.21684238499006192
QNT-14 window grid,night | us_term_premium_10y|dev|w60 | day,0.2340117817553105,0.1112358553512609,-0.1227759264040496
QNT-14 window grid,night | us_term_premium_10y|dev|w60 | ongap,0.4179783077398338,0.386879767491935,-0.03109854024789882
QNT-14 window grid,night | us_term_premium_10y|dev|w120 | c2c,0.0100998531262724,0.0367810605456715,0.026681207419399097
QNT-14 window grid,night | us_term_premium_10y|dev|w120 | o2o,0.0460766574828088,0.0285039131449215,-0.0175727443378873
QNT-14 window grid,night | us_term_premium_10y|dev|w120 | day,0.3080447323192122,0.1877495921475993,-0.12029514017161291
QNT-14 window grid,night | us_term_premium_10y|dev|w120 | ongap,0.2643598199534372,0.2854920759800184,0.021132256026581198
QNT-14 window grid,night | us_term_premium_10y|dev|w252 | c2c,-0.0069975506882879,0.0639051740054153,0.0709027246937032
QNT-14 window grid,night | us_term_premium_10y|dev|w252 | o2o,-0.0957306838558567,0.0302055625125699,0.1259362463684266
QNT-14 window grid,night | us_term_premium_10y|dev|w252 | day,0.4274999532251478,0.3032107272846214,-0.12428922594052638
QNT-14 window grid,night | us_term_premium_10y|dev|w252 | ongap,-0.1358415349040412,0.126407723496719,0.2622492584007602
QNT-14 window grid,night | twd_usd|selfz|w60 | c2c,-0.2476164649140638,-0.0980193012637173,0.1495971636503465
QNT-14 window grid,night | twd_usd|selfz|w60 | o2o,-0.2139804159375563,-0.1964001325808331,0.01758028335672318
QNT-14 window grid,night | twd_usd|selfz|w60 | day,-0.1647022837503854,-0.2388406520412219,-0.0741383682908365
QNT-14 window grid,night | twd_usd|selfz|w60 | ongap,0.1277908150071,0.2261063606418366,0.0983155456347366
QNT-14 window grid,night | twd_usd|selfz|w120 | c2c,-0.2377621066776918,-0.1655940007574765,0.0721681059202153
QNT-14 window grid,night | twd_usd|selfz|w120 | o2o,-0.2120314901703102,-0.2034995489306469,0.008531941239663304
QNT-14 window grid,night | twd_usd|selfz|w120 | day,-0.3583782165911431,-0.4361378734860175,-0.07775965689487441
QNT-14 window grid,night | twd_usd|selfz|w120 | ongap,0.1193723283333136,0.1356823412482496,0.016310012914936
QNT-14 window grid,night | twd_usd|selfz|w252 | c2c,-0.2145676289688466,-0.1627327164021119,0.0518349125667347
QNT-14 window grid,night | twd_usd|selfz|w252 | o2o,-0.2221401778776975,-0.2139701137731149,0.008170064104582597
QNT-14 window grid,night | twd_usd|selfz|w252 | day,0.4985344416442915,0.5121734362683421,0.013638994624050604
QNT-14 window grid,night | twd_usd|selfz|w252 | ongap,0.1120209215674227,0.1531642754273327,0.04114335385991001
QNT-14 window grid,night | twd_usd|robustz|w60 | c2c,-0.0396223873439455,0.0080215038814683,0.0476438912254138
QNT-14 window grid,night | twd_usd|robustz|w60 | o2o,0.039050047564267,-0.0207614662878383,-0.0598115138521053
QNT-14 window grid,night | twd_usd|robustz|w60 | day,-0.0516090077623185,-0.1816944409138572,-0.1300854331515387
QNT-14 window grid,night | twd_usd|robustz|w60 | ongap,-0.0373565750534682,-0.127053924737737,-0.08969734968426879
QNT-14 window grid,night | twd_usd|robustz|w120 | c2c,-0.1307107281450289,-0.0913509612035933,0.0393597669414356
QNT-14 window grid,night | twd_usd|robustz|w120 | o2o,-0.0595980368233702,-0.1607549736486912,-0.10115693682532101
QNT-14 window grid,night | twd_usd|robustz|w120 | day,-0.236242546061307,-0.3527888332022544,-0.11654628714094739
QNT-14 window grid,night | twd_usd|robustz|w120 | ongap,-0.0481019641432908,-0.0247808782939704,0.0233210858493204
QNT-14 window grid,night | twd_usd|robustz|w252 | c2c,-0.1933091806023367,-0.153165917535463,0.04014326306687371
QNT-14 window grid,night | twd_usd|robustz|w252 | o2o,-0.1589989120685409,-0.1823398665359107,-0.023340954467369807
QNT-14 window grid,night | twd_usd|robustz|w252 | day,0.4037265761454204,0.4627119972169821,0.05898542107156168
QNT-14 window grid,night | twd_usd|robustz|w252 | ongap,0.0764939789526844,0.1540158615620109,0.07752188260932649
QNT-14 window grid,night | twd_usd|bdtanh|w60 | c2c,-0.2058577004076079,0.0148923373566838,0.2207500377642917
QNT-14 window grid,night | twd_usd|bdtanh|w60 | o2o,-0.1622833251885704,-0.1395282767127964,0.022755048475773976
QNT-14 window grid,night | twd_usd|bdtanh|w60 | day,-0.1375767459867262,-0.2226411777540642,-0.085064431767338
QNT-14 window grid,night | twd_usd|bdtanh|w60 | ongap,0.1793626548393712,0.2365665961184294,0.0572039412790582
QNT-14 window grid,night | twd_usd|bdtanh|w120 | c2c,-0.0800894676258833,-0.074029675129331,0.0060597924965523076
QNT-14 window grid,night | twd_usd|bdtanh|w120 | o2o,-0.0294626932601934,-0.114265910417359,-0.0848032171571656
QNT-14 window grid,night | twd_usd|bdtanh|w120 | day,-0.1940434253337984,-0.3030571365293539,-0.1090137111955555
QNT-14 window grid,night | twd_usd|bdtanh|w120 | ongap,0.1877532041690756,0.1698858445013384,-0.017867359667737198
QNT-14 window grid,night | twd_usd|bdtanh|w252 | c2c,-0.1454394818533624,-0.1102477306125946,0.03519175124076779
QNT-14 window grid,night | twd_usd|bdtanh|w252 | o2o,0.1298329317723344,-0.1802713403265393,-0.3101042720988737
QNT-14 window grid,night | twd_usd|bdtanh|w252 | day,0.4456315238146049,0.4572723495878223,0.0116408257732174
QNT-14 window grid,night | twd_usd|bdtanh|w252 | ongap,0.1984245175777271,0.2031999582294016,0.004775440651674484
QNT-14 window grid,night | twd_usd|rankc|w60 | c2c,-0.1978674134048091,-0.0108956478565173,0.18697176554829179
QNT-14 window grid,night | twd_usd|rankc|w60 | o2o,-0.1698106472081517,-0.1543144301364352,0.0154962170717165
QNT-14 window grid,night | twd_usd|rankc|w60 | day,-0.1869979570294647,-0.2590855969273826,-0.07208763989791789
QNT-14 window grid,night | twd_usd|rankc|w60 | ongap,0.2128136138398482,0.2567028806354637,0.0438892667956155
QNT-14 window grid,night | twd_usd|rankc|w120 | c2c,-0.1226065632131011,-0.0834475835251978,0.0391589796879033
QNT-14 window grid,night | twd_usd|rankc|w120 | o2o,-0.1031676666382971,-0.1410274519352314,-0.03785978529693429
QNT-14 window grid,night | twd_usd|rankc|w120 | day,-0.265874059526079,-0.3387647812157241,-0.07289072168964511
QNT-14 window grid,night | twd_usd|rankc|w120 | ongap,0.2301238104034321,0.1913828821729389,-0.038740928230493216
QNT-14 window grid,night | twd_usd|rankc|w252 | c2c,-0.1625565678817713,-0.1227768812896588,0.039779686592112506
QNT-14 window grid,night | twd_usd|rankc|w252 | o2o,-0.1814076854456665,-0.1838632951829562,-0.002455609737289699
QNT-14 window grid,night | twd_usd|rankc|w252 | day,-0.4387035650576942,-0.4493078579003658,-0.010604292842671614
QNT-14 window grid,night | twd_usd|rankc|w252 | ongap,0.2078247793724208,0.1751783115600687,-0.032646467812352115
QNT-14 window grid,night | twd_usd|signth|w60 | c2c,-0.1238524394589092,0.0635019137635885,0.18735435322249772
QNT-14 window grid,night | twd_usd|signth|w60 | o2o,-0.1422879534995383,-0.047548067372424,0.09473988612711429
QNT-14 window grid,night | twd_usd|signth|w60 | day,-0.2048190573420322,-0.168548389474564,0.036270667867468215
QNT-14 window grid,night | twd_usd|signth|w60 | ongap,0.1692132776221033,0.1817251095475253,0.01251183192542199
QNT-14 window grid,night | twd_usd|signth|w120 | c2c,0.0160331422905245,-0.0159206579384931,-0.0319538002290176
QNT-14 window grid,night | twd_usd|signth|w120 | o2o,0.0666106039233299,-0.0615182671702103,-0.1281288710935402
QNT-14 window grid,night | twd_usd|signth|w120 | day,-0.1356119392728752,-0.2398917448230858,-0.1042798055502106
QNT-14 window grid,night | twd_usd|signth|w120 | ongap,0.2093286347211748,0.1278480856337435,-0.0814805490874313
QNT-14 window grid,night | twd_usd|signth|w252 | c2c,0.3453607868484401,0.3869044356752643,0.04154364882682415
QNT-14 window grid,night | twd_usd|signth|w252 | o2o,0.2526551030811287,0.4529637046335571,0.2003086015524284
QNT-14 window grid,night | twd_usd|signth|w252 | day,0.503408213096198,0.6868380229913739,0.18342980989517588
QNT-14 window grid,night | twd_usd|signth|w252 | ongap,0.1969539440930333,0.1516995423141127,-0.045254401778920594
QNT-14 window grid,night | twd_usd|dev|w60 | c2c,-0.0534103978395089,0.0129760624832575,0.0663864603227664
QNT-14 window grid,night | twd_usd|dev|w60 | o2o,-0.0322693161939365,0.0262883203907718,0.0585576365847083
QNT-14 window grid,night | twd_usd|dev|w60 | day,-0.1316435150067108,-0.1694924042150375,-0.037848889208326714
QNT-14 window grid,night | twd_usd|dev|w60 | ongap,0.0699490989991983,-0.1122917495134427,-0.182240848512641
QNT-14 window grid,night | twd_usd|dev|w120 | c2c,-0.1895249124476234,-0.1593478882239794,0.03017702422364399
QNT-14 window grid,night | twd_usd|dev|w120 | o2o,-0.1954265375747087,-0.1652232754742932,0.030203262100415518
QNT-14 window grid,night | twd_usd|dev|w120 | day,-0.4249538045734722,-0.4407675612826136,-0.01581375670914137
QNT-14 window grid,night | twd_usd|dev|w120 | ongap,0.0950695460439109,0.1759814545339216,0.08091190849001072
QNT-14 window grid,night | twd_usd|dev|w252 | c2c,0.2722783508211517,0.2510282367480001,-0.021250114073151583
QNT-14 window grid,night | twd_usd|dev|w252 | o2o,0.2544095961831246,0.2662841768081503,0.011874580625025721
QNT-14 window grid,night | twd_usd|dev|w252 | day,0.4288343082829867,0.4689129918549369,0.04007868357195021
QNT-14 window grid,night | twd_usd|dev|w252 | ongap,0.2312381894771423,0.2902008674749382,0.058962677997795865
QNT-14 window grid,night | krw_usd|selfz|w60 | c2c,0.0351238760856427,-0.0042870340729475,-0.0394109101585902
QNT-14 window grid,night | krw_usd|selfz|w60 | o2o,-0.0339936070281287,0.0892405416863037,0.1232341487144324
QNT-14 window grid,night | krw_usd|selfz|w60 | day,0.2623504675356282,0.4044545516669444,0.1421040841313162
QNT-14 window grid,night | krw_usd|selfz|w60 | ongap,-0.197021625607332,0.0449813882758266,0.2420030138831586
QNT-14 window grid,night | krw_usd|selfz|w120 | c2c,-0.0470461952380997,-0.0965802011655665,-0.0495340059274668
QNT-14 window grid,night | krw_usd|selfz|w120 | o2o,-0.0487557417909199,-0.0316710735063147,0.017084668284605198
QNT-14 window grid,night | krw_usd|selfz|w120 | day,0.1167310505642188,0.1309989359897909,0.0142678854255721
QNT-14 window grid,night | krw_usd|selfz|w120 | ongap,-0.0976999154781871,0.0321711409471867,0.1298710564253738
QNT-14 window grid,night | krw_usd|selfz|w252 | c2c,0.1419164018856822,-0.1665105542470011,-0.3084269561326833
QNT-14 window grid,night | krw_usd|selfz|w252 | o2o,0.165984920494322,-0.1655279018034581,-0.3315128222977801
QNT-14 window grid,night | krw_usd|selfz|w252 | day,-0.1666188251990789,-0.1455065838471663,0.021112241351912586
QNT-14 window grid,night | krw_usd|selfz|w252 | ongap,0.1365405451113454,0.2669596143208041,0.13041906920945873
QNT-14 window grid,night | krw_usd|robustz|w60 | c2c,0.0436543011408873,-0.0456341863608935,-0.08928848750178081
QNT-14 window grid,night | krw_usd|robustz|w60 | o2o,0.0126169248621929,0.0710640234951602,0.05844709863296729
QNT-14 window grid,night | krw_usd|robustz|w60 | day,0.3777727359412157,0.4633402812774603,0.08556754533624461
QNT-14 window grid,night | krw_usd|robustz|w60 | ongap,-0.1965875669706481,0.0249583189567795,0.2215458859274276
QNT-14 window grid,night | krw_usd|robustz|w120 | c2c,-0.1019979135249256,0.0232077884882852,0.1252057020132108
QNT-14 window grid,night | krw_usd|robustz|w120 | o2o,-0.0866517490195254,0.0670143613153947,0.15366611033492011
QNT-14 window grid,night | krw_usd|robustz|w120 | day,0.0799008306035397,0.1201362614719741,0.04023543086843441
QNT-14 window grid,night | krw_usd|robustz|w120 | ongap,-0.2029003568527548,-0.0866259178376669,0.11627443901508788
QNT-14 window grid,night | krw_usd|robustz|w252 | c2c,0.0630756364426938,-0.0889160425277776,-0.1519916789704714
QNT-14 window grid,night | krw_usd|robustz|w252 | o2o,0.0953548872656447,-0.1010984384365687,-0.1964533257022134
QNT-14 window grid,night | krw_usd|robustz|w252 | day,-0.1606392176676601,-0.1373628647772223,0.023276352890437807
QNT-14 window grid,night | krw_usd|robustz|w252 | ongap,0.0459650844635494,0.1921886657114981,0.1462235812479487
QNT-14 window grid,night | krw_usd|bdtanh|w60 | c2c,0.068075144464936,0.0478949984734845,-0.020180145991451494
QNT-14 window grid,night | krw_usd|bdtanh|w60 | o2o,-0.0017282414665366,0.1151217874487806,0.1168500289153172
QNT-14 window grid,night | krw_usd|bdtanh|w60 | day,0.2614836307263127,0.4200690986936065,0.15858546796729378
QNT-14 window grid,night | krw_usd|bdtanh|w60 | ongap,-0.1497455659344854,0.0765106557849463,0.22625622171943172
QNT-14 window grid,night | krw_usd|bdtanh|w120 | c2c,0.0250002840028209,-0.0041480888299186,-0.0291483728327395
QNT-14 window grid,night | krw_usd|bdtanh|w120 | o2o,0.0069164878121367,0.0388981226816636,0.031981634869526904
QNT-14 window grid,night | krw_usd|bdtanh|w120 | day,0.1633257777055428,0.1929869942190631,0.0296612165135203
QNT-14 window grid,night | krw_usd|bdtanh|w120 | ongap,-0.0354900566282079,0.1036437834376394,0.1391338400658473
QNT-14 window grid,night | krw_usd|bdtanh|w252 | c2c,0.1629771362791487,0.1413528129409776,-0.021624323338171103
QNT-14 window grid,night | krw_usd|bdtanh|w252 | o2o,0.1603274061272561,0.1537350916839342,-0.006592314443321895
QNT-14 window grid,night | krw_usd|bdtanh|w252 | day,-0.0354933147388526,-0.0693922719769824,-0.0338989572381298
QNT-14 window grid,night | krw_usd|bdtanh|w252 | ongap,0.2345022966339102,0.2738140290393201,0.039311732405409916
QNT-14 window grid,night | krw_usd|rankc|w60 | c2c,-0.006137301756676,-0.0759155924060713,-0.06977829064939531
QNT-14 window grid,night | krw_usd|rankc|w60 | o2o,-0.1045149058565819,0.0068103852405998,0.1113252910971817
QNT-14 window grid,night | krw_usd|rankc|w60 | day,0.1342375645724997,0.334632689714319,0.20039512514181929
QNT-14 window grid,night | krw_usd|rankc|w60 | ongap,-0.1642136749561448,0.0783144566197035,0.2425281315758483
QNT-14 window grid,night | krw_usd|rankc|w120 | c2c,0.0072230405306847,-0.0415023855392434,-0.0487254260699281
QNT-14 window grid,night | krw_usd|rankc|w120 | o2o,-0.0495703803945253,0.0313612889851735,0.0809316693796988
QNT-14 window grid,night | krw_usd|rankc|w120 | day,0.0707053558563406,0.1812452015864805,0.1105398457301399
QNT-14 window grid,night | krw_usd|rankc|w120 | ongap,-0.0714237062837791,0.0916876638161273,0.1631113700999064
QNT-14 window grid,night | krw_usd|rankc|w252 | c2c,-0.1386854132990287,-0.1302049958445619,0.008480417454466788
QNT-14 window grid,night | krw_usd|rankc|w252 | o2o,-0.1691782091221054,-0.1232457701650711,0.045932438957034305
QNT-14 window grid,night | krw_usd|rankc|w252 | day,-0.0537179641311253,-0.0232740792017739,0.0304438849293514
QNT-14 window grid,night | krw_usd|rankc|w252 | ongap,0.1176416165854245,0.2548804004682439,0.1372387838828194
QNT-14 window grid,night | krw_usd|signth|w60 | c2c,0.1453786280153489,0.1742998122148788,0.02892118419952991
QNT-14 window grid,night | krw_usd|signth|w60 | o2o,0.1256610779055846,0.2708298399505637,0.1451687620449791
QNT-14 window grid,night | krw_usd|signth|w60 | day,0.4024444768961099,0.5080463979317855,0.10560192103567562
QNT-14 window grid,night | krw_usd|signth|w60 | ongap,0.0839136758974943,0.0378005655362699,-0.046113110361224396
QNT-14 window grid,night | krw_usd|signth|w120 | c2c,0.1751232522852885,0.1609880704854052,-0.014135181799883295
QNT-14 window grid,night | krw_usd|signth|w120 | o2o,0.1957223824211521,0.2650736168211883,0.06935123440003618
QNT-14 window grid,night | krw_usd|signth|w120 | day,0.4600786502157837,0.4905301022487904,0.0304514520330067
QNT-14 window grid,night | krw_usd|signth|w120 | ongap,0.0309092557120009,0.1070386391584099,0.076129383446409
QNT-14 window grid,night | krw_usd|signth|w252 | c2c,-0.0514702153460527,-0.1053400237485444,-0.0538698084024917
QNT-14 window grid,night | krw_usd|signth|w252 | o2o,-0.0808792084066012,-0.0328690611993943,0.04801014720720691
QNT-14 window grid,night | krw_usd|signth|w252 | day,0.1351829747841124,0.065625400550911,-0.0695575742332014
QNT-14 window grid,night | krw_usd|signth|w252 | ongap,0.0960912511784934,0.2365910375258345,0.1404997863473411
QNT-14 window grid,night | krw_usd|dev|w60 | c2c,-0.0612108900800022,-0.0637940511374769,-0.002583161057474692
QNT-14 window grid,night | krw_usd|dev|w60 | o2o,0.0376563038230366,-0.0151833215760733,-0.0528396253991099
QNT-14 window grid,night | krw_usd|dev|w60 | day,0.0276145410275991,0.111056600536916,0.08344205950931691
QNT-14 window grid,night | krw_usd|dev|w60 | ongap,-0.1686760228191887,-0.0213627348462969,0.1473132879728918
QNT-14 window grid,night | krw_usd|dev|w120 | c2c,0.1182337476744366,-0.1420637550613186,-0.2602975027357552
QNT-14 window grid,night | krw_usd|dev|w120 | o2o,0.1293887263500181,-0.1111693819711031,-0.2405581083211212
QNT-14 window grid,night | krw_usd|dev|w120 | day,-0.0342931812473534,-0.0096990005736844,0.024594180673669003
QNT-14 window grid,night | krw_usd|dev|w120 | ongap,0.1249656065466297,0.2371463090241216,0.11218070247749189
QNT-14 window grid,night | krw_usd|dev|w252 | c2c,0.1342350445258494,-0.1247083357318104,-0.2589433802576598
QNT-14 window grid,night | krw_usd|dev|w252 | o2o,0.1576543283293426,-0.1294958709871738,-0.2871501993165164
QNT-14 window grid,night | krw_usd|dev|w252 | day,-0.1255872785777431,-0.11215250691519,0.013434771662553094
QNT-14 window grid,night | krw_usd|dev|w252 | ongap,0.2891901883119745,0.3897179185639965,0.100527730252022
QNT-14 window grid,night | cny_usd|selfz|w60 | c2c,0.158810159209958,0.1369000803364297,-0.021910078873528305
QNT-14 window grid,night | cny_usd|selfz|w60 | o2o,0.2708126499795467,0.1243013784881985,-0.14651127149134818
QNT-14 window grid,night | cny_usd|selfz|w60 | day,-0.0162201976053342,0.1100485645143766,0.1262687621197108
QNT-14 window grid,night | cny_usd|selfz|w60 | ongap,0.3213267286547019,0.2078578438474893,-0.11346888480721262
QNT-14 window grid,night | cny_usd|selfz|w120 | c2c,0.4806305033694639,-0.3994328188175203,-0.8800633221869842
QNT-14 window grid,night | cny_usd|selfz|w120 | o2o,-0.5039895790329886,0.421538414933557,0.9255279939665455
QNT-14 window grid,night | cny_usd|selfz|w120 | day,-0.3235275677840221,-0.3927833236936821,-0.06925575590965999
QNT-14 window grid,night | cny_usd|selfz|w120 | ongap,-0.4466228672877995,0.4231322251691826,0.8697550924569821
QNT-14 window grid,night | cny_usd|selfz|w252 | c2c,0.7863443521458469,0.7147979004287517,-0.07154645171709517
QNT-14 window grid,night | cny_usd|selfz|w252 | o2o,0.8450126163893822,0.7650056159097788,-0.08000700047960341
QNT-14 window grid,night | cny_usd|selfz|w252 | day,0.4261133673205488,0.4116312595525867,-0.014482107767962049
QNT-14 window grid,night | cny_usd|selfz|w252 | ongap,0.9348035408005144,0.9478765209805486,0.013072980180034222
QNT-14 window grid,night | cny_usd|robustz|w60 | c2c,-0.0736610095103567,0.0388633394350185,0.11252434894537519
QNT-14 window grid,night | cny_usd|robustz|w60 | o2o,-0.0781139290503537,0.0129606225793978,0.0910745516297515
QNT-14 window grid,night | cny_usd|robustz|w60 | day,0.1285044320521709,0.1229915815970987,-0.005512850455072202
QNT-14 window grid,night | cny_usd|robustz|w60 | ongap,-0.1962861154539387,-0.2073070737068046,-0.011020958252865892
QNT-14 window grid,night | cny_usd|robustz|w120 | c2c,-0.3278787945219887,-0.2389141169171614,0.08896467760482729
QNT-14 window grid,night | cny_usd|robustz|w120 | o2o,-0.2922195532815577,-0.2525411327463435,0.0396784205352142
QNT-14 window grid,night | cny_usd|robustz|w120 | day,-0.2776276146881683,-0.3659227424880989,-0.0882951277999306
QNT-14 window grid,night | cny_usd|robustz|w120 | ongap,-0.2092504969960955,0.1778141571270723,0.3870646541231678
QNT-14 window grid,night | cny_usd|robustz|w252 | c2c,0.7926718513235432,0.7437089275314424,-0.048962923792100876
QNT-14 window grid,night | cny_usd|robustz|w252 | o2o,0.8116620010312201,0.7771041155666178,-0.034557885464602256
QNT-14 window grid,night | cny_usd|robustz|w252 | day,-0.3410212475293446,-0.3773067441596155,-0.03628549663027092
QNT-14 window grid,night | cny_usd|robustz|w252 | ongap,0.9029952563139824,0.9126288453124538,0.009633588998471443
QNT-14 window grid,night | cny_usd|bdtanh|w60 | c2c,0.2311686525759657,0.1589532593633411,-0.0722153932126246
QNT-14 window grid,night | cny_usd|bdtanh|w60 | o2o,0.3250358762580376,0.1640687078685125,-0.1609671683895251
QNT-14 window grid,night | cny_usd|bdtanh|w60 | day,-0.0240314917111447,0.0787782324333668,0.1028097241445115
QNT-14 window grid,night | cny_usd|bdtanh|w60 | ongap,0.3559928643628852,0.2808365626435687,-0.07515630171931648
QNT-14 window grid,night | cny_usd|bdtanh|w120 | c2c,0.585146424237233,0.4300835732131844,-0.15506285102404854
QNT-14 window grid,night | cny_usd|bdtanh|w120 | o2o,0.5680793027666042,0.4999400384999748,-0.06813926426662942
QNT-14 window grid,night | cny_usd|bdtanh|w120 | day,-0.2953032508509167,-0.3740511176299623,-0.0787478667790456
QNT-14 window grid,night | cny_usd|bdtanh|w120 | ongap,0.5019636239898098,0.5227788531175355,0.02081522912772571
QNT-14 window grid,night | cny_usd|bdtanh|w252 | c2c,0.7221510728995946,0.6714396955720658,-0.05071137732752873
QNT-14 window grid,night | cny_usd|bdtanh|w252 | o2o,0.7415337890348384,0.6995285922974179,-0.042005196737420425
QNT-14 window grid,night | cny_usd|bdtanh|w252 | day,-0.2496513611505264,-0.2692590008022488,-0.01960763965172238
QNT-14 window grid,night | cny_usd|bdtanh|w252 | ongap,0.9821846810699107,0.971677958705635,-0.010506722364275745
QNT-14 window grid,night | cny_usd|rankc|w60 | c2c,0.1836749223161115,0.1383572027121575,-0.045317719603953976
QNT-14 window grid,night | cny_usd|rankc|w60 | o2o,0.3446749905773805,0.1441948587330906,-0.2004801318442899
QNT-14 window grid,night | cny_usd|rankc|w60 | day,-0.1075320472960959,0.0863141411579923,0.1938461884540882
QNT-14 window grid,night | cny_usd|rankc|w60 | ongap,0.3836496227840772,0.2310160809629144,-0.15263354182116282
QNT-14 window grid,night | cny_usd|rankc|w120 | c2c,-0.5033407413055699,0.3895505690657707,0.8928913103713406
QNT-14 window grid,night | cny_usd|rankc|w120 | o2o,-0.6167933255525284,-0.4114235829427254,0.205369742609803
QNT-14 window grid,night | cny_usd|rankc|w120 | day,-0.2732456117818338,-0.1569136676904536,0.11633194409138023
QNT-14 window grid,night | cny_usd|rankc|w120 | ongap,0.5241345690856895,0.5222949934305997,-0.0018395756550897424
QNT-14 window grid,night | cny_usd|rankc|w252 | c2c,0.726257684090492,0.6964699726091623,-0.029787711481329637
QNT-14 window grid,night | cny_usd|rankc|w252 | o2o,0.8140909864142499,0.6844316913675514,-0.1296592950466985
QNT-14 window grid,night | cny_usd|rankc|w252 | day,-0.304926191174405,-0.2308831506314613,0.0740430405429437
QNT-14 window grid,night | cny_usd|rankc|w252 | ongap,0.8905587007437279,0.906949541510322,0.01639084076659414
QNT-14 window grid,night | cny_usd|signth|w60 | c2c,0.3407334208560744,0.1312067018642368,-0.20952671899183758
QNT-14 window grid,night | cny_usd|signth|w60 | o2o,0.2887627939915144,0.2644318965257249,-0.02433089746578948
QNT-14 window grid,night | cny_usd|signth|w60 | day,0.0581060324829086,-0.0404493886463554,-0.09855542112926399
QNT-14 window grid,night | cny_usd|signth|w60 | ongap,0.5196006559012657,0.3402281364242345,-0.1793725194770312
QNT-14 window grid,night | cny_usd|signth|w120 | c2c,0.5452339135507758,-0.3801600947326667,-0.9253940082834424
QNT-14 window grid,night | cny_usd|signth|w120 | o2o,-0.380751870904361,0.4385758058449761,0.8193276767493372
QNT-14 window grid,night | cny_usd|signth|w120 | day,0.0076290177910948,0.2719343596126613,0.2643053418215665
QNT-14 window grid,night | cny_usd|signth|w120 | ongap,0.4339006889311295,0.4502794609806859,0.0163787720495564
QNT-14 window grid,night | cny_usd|signth|w252 | c2c,0.6729718332495819,0.7153761664642202,0.04240433321463832
QNT-14 window grid,night | cny_usd|signth|w252 | o2o,-0.6397965970316661,0.7578795141783478,1.3976761112100138
